Hora,pCLow@2,pCLow@3,pCLow@4,pCLow@5,pCLow@6,pCLow@7,pCLow@8,pCLow@9,qCLow@2,qCLow@3,qCLow@4,qCLow@5,qCLow@6,qCLow@7,qCLow@8,qCLow@9
00:00,0.02280264,0.02303532,0.02256996,0.02280264,0.0372288,0.02303532,0.0221046,0.02256996,0.00461482,0.0032963,0.00566188,0.00461482,0.0279216,0.0032963,0.00725186,0.00566188
00:15,0.01922172,0.01941786,0.01902558,0.01922172,0.0313824,0.01941786,0.0186333,0.01902558,0.00389011,0.00277865,0.00477274,0.00389011,0.0235368,0.00277865,0.00611303,0.00477274
00:30,0.01903356,0.01922778,0.01883934,0.01903356,0.0310752,0.01922778,0.0184509,0.01883934,0.00385203,0.00275145,0.00472602,0.00385203,0.0233064,0.00275145,0.00605319,0.00472602
00:45,0.01338288,0.01351944,0.01324632,0.01338288,0.0218496,0.01351944,0.0129732,0.01324632,0.00270844,0.0019346,0.00332296,0.00270844,0.0163872,0.0019346,0.00425612,0.00332296
01:00,0.0124362,0.0125631,0.0123093,0.0124362,0.020304,0.0125631,0.0120555,0.0123093,0.00251685,0.00179775,0.0030879,0.00251685,0.015228,0.00179775,0.00395505,0.0030879
01:15,0.0114954,0.0116127,0.0113781,0.0114954,0.018768,0.0116127,0.0111435,0.0113781,0.00232645,0.00166175,0.0028543,0.00232645,0.014076,0.00166175,0.00365585,0.0028543
01:30,0.00716184,0.00723492,0.00708876,0.00716184,0.0116928,0.00723492,0.0069426,0.00708876,0.00144942,0.0010353,0.00177828,0.00144942,0.0087696,0.0010353,0.00227766,0.00177828
01:45,0.00772632,0.00780516,0.00764748,0.00772632,0.0126144,0.00780516,0.0074898,0.00764748,0.00156366,0.0011169,0.00191844,0.00156366,0.0094608,0.0011169,0.00245718,0.00191844
02:00,0.00546252,0.00551826,0.00540678,0.00546252,0.0089184,0.00551826,0.0052953,0.00540678,0.00110551,0.00078965,0.00135634,0.00110551,0.0066888,0.00078965,0.00173723,0.00135634
02:15,0.00245196,0.00247698,0.00242694,0.00245196,0.0040032,0.00247698,0.0023769,0.00242694,0.00049623,0.00035445,0.00060882,0.00049623,0.0030024,0.00035445,0.00077979,0.00060882
02:30,0.0022638,0.0022869,0.0022407,0.0022638,0.003696,0.0022869,0.0021945,0.0022407,0.00045815,0.00032725,0.0005621,0.00045815,0.002772,0.00032725,0.00071995,0.0005621
02:45,0.00264012,0.00266706,0.00261318,0.00264012,0.0043104,0.00266706,0.0025593,0.00261318,0.00053431,0.00038165,0.00065554,0.00053431,0.0032328,0.00038165,0.00083963,0.00065554
03:00,0.00150528,0.00152064,0.00148992,0.00150528,0.0024576,0.00152064,0.0014592,0.00148992,0.00030464,0.0002176,0.00037376,0.00030464,0.0018432,0.0002176,0.00047872,0.00037376
03:15,0.00169344,0.00171072,0.00167616,0.00169344,0.0027648,0.00171072,0.0016416,0.00167616,0.00034272,0.0002448,0.00042048,0.00034272,0.0020736,0.0002448,0.00053856,0.00042048
03:30,0.00075264,0.00076032,0.00074496,0.00075264,0.0012288,0.00076032,0.0007296,0.00074496,0.00015232,0.0001088,0.00018688,0.00015232,0.0009216,0.0001088,0.00023936,0.00018688
03:45,0.000588,0.000594,0.000582,0.000588,0.00096,0.000594,0.00057,0.000582,0.000119,0.000085,0.000146,0.000119,0.00072,0.000085,0.000187,0.000146
04:00,0.0009408,0.0009504,0.0009312,0.0009408,0.001536,0.0009504,0.000912,0.0009312,0.0001904,0.000136,0.0002336,0.0001904,0.001152,0.000136,0.0002992,0.0002336
04:15,0.00150528,0.00152064,0.00148992,0.00150528,0.0024576,0.00152064,0.0014592,0.00148992,0.00030464,0.0002176,0.00037376,0.00030464,0.0018432,0.0002176,0.00047872,0.00037376
04:30,0.00056448,0.00057024,0.00055872,0.00056448,0.0009216,0.00057024,0.0005472,0.00055872,0.00011424,0.0000816,0.00014016,0.00011424,0.0006912,0.0000816,0.00017952,0.00014016
04:45,0.00112896,0.00114048,0.00111744,0.00112896,0.0018432,0.00114048,0.0010944,0.00111744,0.00022848,0.0001632,0.00028032,0.00022848,0.0013824,0.0001632,0.00035904,0.00028032
05:00,0.0009408,0.0009504,0.0009312,0.0009408,0.001536,0.0009504,0.000912,0.0009312,0.0001904,0.000136,0.0002336,0.0001904,0.001152,0.000136,0.0002992,0.0002336
05:15,0.00452172,0.00456786,0.00447558,0.00452172,0.0073824,0.00456786,0.0043833,0.00447558,0.00091511,0.00065365,0.00112274,0.00091511,0.0055368,0.00065365,0.00143803,0.00112274
05:30,0.00358092,0.00361746,0.00354438,0.00358092,0.0058464,0.00361746,0.0034713,0.00354438,0.00072471,0.00051765,0.00088914,0.00072471,0.0043848,0.00051765,0.00113883,0.00088914
05:45,0.00603288,0.00609444,0.00597132,0.00603288,0.0098496,0.00609444,0.0058482,0.00597132,0.00122094,0.0008721,0.00149796,0.00122094,0.0073872,0.0008721,0.00191862,0.00149796
06:00,0.00565656,0.00571428,0.00559884,0.00565656,0.0092352,0.00571428,0.0054834,0.00559884,0.00114478,0.0008177,0.00140452,0.00114478,0.0069264,0.0008177,0.00179894,0.00140452
06:15,0.00866712,0.00875556,0.00857868,0.00866712,0.0141504,0.00875556,0.0084018,0.00857868,0.00175406,0.0012529,0.00215204,0.00175406,0.0106128,0.0012529,0.00275638,0.00215204
06:30,0.01997436,0.02017818,0.01977054,0.01997436,0.0326112,0.02017818,0.0193629,0.01977054,0.00404243,0.00288745,0.00495962,0.00404243,0.0244584,0.00288745,0.00635239,0.00495962
06:45,0.0211092,0.0213246,0.0208938,0.0211092,0.034464,0.0213246,0.020463,0.0208938,0.0042721,0.0030515,0.0052414,0.0042721,0.025848,0.0030515,0.0067133,0.0052414
07:00,0.02129736,0.02151468,0.02108004,0.02129736,0.0347712,0.02151468,0.0206454,0.02108004,0.00431018,0.0030787,0.00528812,0.00431018,0.0260784,0.0030787,0.00677314,0.00528812
07:15,0.02450196,0.02475198,0.02425194,0.02450196,0.0400032,0.02475198,0.0237519,0.02425194,0.00495873,0.00354195,0.00608382,0.00495873,0.0300024,0.00354195,0.00779229,0.00608382
07:30,0.0261954,0.0264627,0.0259281,0.0261954,0.042768,0.0264627,0.0253935,0.0259281,0.00530145,0.00378675,0.0065043,0.00530145,0.032076,0.00378675,0.00833085,0.0065043
07:45,0.02563092,0.02589246,0.02536938,0.02563092,0.0418464,0.02589246,0.0248463,0.02536938,0.00518721,0.00370515,0.00636414,0.00518721,0.0313848,0.00370515,0.00815133,0.00636414
08:00,0.0284592,0.0287496,0.0281688,0.0284592,0.046464,0.0287496,0.027588,0.0281688,0.0057596,0.004114,0.0070664,0.0057596,0.034848,0.004114,0.0090508,0.0070664
08:15,0.03222828,0.03255714,0.03189942,0.03222828,0.0526176,0.03255714,0.0312417,0.03189942,0.00652239,0.00465885,0.00800226,0.00652239,0.0394632,0.00465885,0.01024947,0.00800226
08:30,0.02921184,0.02950992,0.02891376,0.02921184,0.0476928,0.02950992,0.0283176,0.02891376,0.00591192,0.0042228,0.00725328,0.00591192,0.0357696,0.0042228,0.00929016,0.00725328
08:45,0.02393748,0.02418174,0.02369322,0.02393748,0.0390816,0.02418174,0.0232047,0.02369322,0.00484449,0.00346035,0.00594366,0.00484449,0.0293112,0.00346035,0.00761277,0.00594366
09:00,0.03052896,0.03084048,0.03021744,0.03052896,0.0498432,0.03084048,0.0295944,0.03021744,0.00617848,0.0044132,0.00758032,0.00617848,0.0373824,0.0044132,0.00970904,0.00758032
09:15,0.02864736,0.02893968,0.02835504,0.02864736,0.0467712,0.02893968,0.0277704,0.02835504,0.00579768,0.0041412,0.00711312,0.00579768,0.0350784,0.0041412,0.00911064,0.00711312
09:30,0.03128748,0.03160674,0.03096822,0.03128748,0.0510816,0.03160674,0.0303297,0.03096822,0.00633199,0.00452285,0.00776866,0.00633199,0.0383112,0.00452285,0.00995027,0.00776866
09:45,0.00565656,0.00571428,0.00559884,0.00565656,0.0092352,0.00571428,0.0054834,0.00559884,0.00114478,0.0008177,0.00140452,0.00114478,0.0069264,0.0008177,0.00179894,0.00140452
10:00,0.00678552,0.00685476,0.00671628,0.00678552,0.0110784,0.00685476,0.0065778,0.00671628,0.00137326,0.0009809,0.00168484,0.00137326,0.0083088,0.0009809,0.00215798,0.00168484
10:15,0.00622104,0.00628452,0.00615756,0.00622104,0.0101568,0.00628452,0.0060306,0.00615756,0.00125902,0.0008993,0.00154468,0.00125902,0.0076176,0.0008993,0.00197846,0.00154468
10:30,0.00810264,0.00818532,0.00801996,0.00810264,0.0132288,0.00818532,0.0078546,0.00801996,0.00163982,0.0011713,0.00201188,0.00163982,0.0099216,0.0011713,0.00257686,0.00201188
10:45,0.00847896,0.00856548,0.00839244,0.00847896,0.0138432,0.00856548,0.0082194,0.00839244,0.00171598,0.0012257,0.00210532,0.00171598,0.0103824,0.0012257,0.00269654,0.00210532
11:00,0.00866712,0.00875556,0.00857868,0.00866712,0.0141504,0.00875556,0.0084018,0.00857868,0.00175406,0.0012529,0.00215204,0.00175406,0.0106128,0.0012529,0.00275638,0.00215204
11:15,0.00942564,0.00952182,0.00932946,0.00942564,0.0153888,0.00952182,0.0091371,0.00932946,0.00190757,0.00136255,0.00234038,0.00190757,0.0115416,0.00136255,0.00299761,0.00234038
11:30,0.00866712,0.00875556,0.00857868,0.00866712,0.0141504,0.00875556,0.0084018,0.00857868,0.00175406,0.0012529,0.00215204,0.00175406,0.0106128,0.0012529,0.00275638,0.00215204
11:45,0.00942564,0.00952182,0.00932946,0.00942564,0.0153888,0.00952182,0.0091371,0.00932946,0.00190757,0.00136255,0.00234038,0.00190757,0.0115416,0.00136255,0.00299761,0.00234038
12:00,0.01036644,0.01047222,0.01026066,0.01036644,0.0169248,0.01047222,0.0100491,0.01026066,0.00209797,0.00149855,0.00257398,0.00209797,0.0126936,0.00149855,0.00329681,0.00257398
12:15,0.0124362,0.0125631,0.0123093,0.0124362,0.020304,0.0125631,0.0120555,0.0123093,0.00251685,0.00179775,0.0030879,0.00251685,0.015228,0.00179775,0.00395505,0.0030879
12:30,0.0124362,0.0125631,0.0123093,0.0124362,0.020304,0.0125631,0.0120555,0.0123093,0.00251685,0.00179775,0.0030879,0.00251685,0.015228,0.00179775,0.00395505,0.0030879
12:45,0.0124362,0.0125631,0.0123093,0.0124362,0.020304,0.0125631,0.0120555,0.0123093,0.00251685,0.00179775,0.0030879,0.00251685,0.015228,0.00179775,0.00395505,0.0030879
13:00,0.0137592,0.0138996,0.0136188,0.0137592,0.022464,0.0138996,0.013338,0.0136188,0.0027846,0.001989,0.0034164,0.0027846,0.016848,0.001989,0.0043758,0.0034164
13:15,0.01507632,0.01523016,0.01492248,0.01507632,0.0246144,0.01523016,0.0146148,0.01492248,0.00305116,0.0021794,0.00374344,0.00305116,0.0184608,0.0021794,0.00479468,0.00374344
13:30,0.01828092,0.01846746,0.01809438,0.01828092,0.0298464,0.01846746,0.0177213,0.01809438,0.00369971,0.00264265,0.00453914,0.00369971,0.0223848,0.00264265,0.00581383,0.00453914
13:45,0.01734012,0.01751706,0.01716318,0.01734012,0.0283104,0.01751706,0.0168093,0.01716318,0.00350931,0.00250665,0.00430554,0.00350931,0.0212328,0.00250665,0.00551463,0.00430554
14:00,0.01865724,0.01884762,0.01846686,0.01865724,0.0304608,0.01884762,0.0180861,0.01846686,0.00377587,0.00269705,0.00463258,0.00377587,0.0228456,0.00269705,0.00593351,0.00463258
14:15,0.01846908,0.01865754,0.01828062,0.01846908,0.0301536,0.01865754,0.0179037,0.01828062,0.00373779,0.00266985,0.00458586,0.00373779,0.0226152,0.00266985,0.00587367,0.00458586
14:30,0.01903356,0.01922778,0.01883934,0.01903356,0.0310752,0.01922778,0.0184509,0.01883934,0.00385203,0.00275145,0.00472602,0.00385203,0.0233064,0.00275145,0.00605319,0.00472602
14:45,0.01865724,0.01884762,0.01846686,0.01865724,0.0304608,0.01884762,0.0180861,0.01846686,0.00377587,0.00269705,0.00463258,0.00377587,0.0228456,0.00269705,0.00593351,0.00463258
15:00,0.02016252,0.02036826,0.01995678,0.02016252,0.0329184,0.02036826,0.0195453,0.01995678,0.00408051,0.00291465,0.00500634,0.00408051,0.0246888,0.00291465,0.00641223,0.00500634
15:15,0.01639344,0.01656072,0.01622616,0.01639344,0.0267648,0.01656072,0.0158916,0.01622616,0.00331772,0.0023698,0.00407048,0.00331772,0.0200736,0.0023698,0.00521356,0.00407048
15:30,0.0156408,0.0158004,0.0154812,0.0156408,0.025536,0.0158004,0.015162,0.0154812,0.0031654,0.002261,0.0038836,0.0031654,0.019152,0.002261,0.0049742,0.0038836
15:45,0.0147,0.01485,0.01455,0.0147,0.024,0.01485,0.01425,0.01455,0.002975,0.002125,0.00365,0.002975,0.018,0.002125,0.004675,0.00365
16:00,0.01545264,0.01561032,0.01529496,0.01545264,0.0252288,0.01561032,0.0149796,0.01529496,0.00312732,0.0022338,0.00383688,0.00312732,0.0189216,0.0022338,0.00491436,0.00383688
16:15,0.01620528,0.01637064,0.01603992,0.01620528,0.0264576,0.01637064,0.0157092,0.01603992,0.00327964,0.0023426,0.00402376,0.00327964,0.0198432,0.0023426,0.00515372,0.00402376
16:30,0.01601712,0.01618056,0.01585368,0.01601712,0.0261504,0.01618056,0.0155268,0.01585368,0.00324156,0.0023154,0.00397704,0.00324156,0.0196128,0.0023154,0.00509388,0.00397704
16:45,0.01413552,0.01427976,0.01399128,0.01413552,0.0230784,0.01427976,0.0137028,0.01399128,0.00286076,0.0020434,0.00350984,0.00286076,0.0173088,0.0020434,0.00449548,0.00350984
17:00,0.01997436,0.02017818,0.01977054,0.01997436,0.0326112,0.02017818,0.0193629,0.01977054,0.00404243,0.00288745,0.00495962,0.00404243,0.0244584,0.00288745,0.00635239,0.00495962
17:15,0.01940988,0.01960794,0.01921182,0.01940988,0.0316896,0.01960794,0.0188157,0.01921182,0.00392819,0.00280585,0.00481946,0.00392819,0.0237672,0.00280585,0.00617287,0.00481946
17:30,0.02921184,0.02950992,0.02891376,0.02921184,0.0476928,0.02950992,0.0283176,0.02891376,0.00591192,0.0042228,0.00725328,0.00591192,0.0357696,0.0042228,0.00929016,0.00725328
17:45,0.0303408,0.0306504,0.0300312,0.0303408,0.049536,0.0306504,0.029412,0.0300312,0.0061404,0.004386,0.0075336,0.0061404,0.037152,0.004386,0.0096492,0.0075336
18:00,0.03241644,0.03274722,0.03208566,0.03241644,0.0529248,0.03274722,0.0314241,0.03208566,0.00656047,0.00468605,0.00804898,0.00656047,0.0396936,0.00468605,0.01030931,0.00804898
18:15,0.04466448,0.04512024,0.04420872,0.04466448,0.0729216,0.04512024,0.0432972,0.04420872,0.00903924,0.0064566,0.01109016,0.00903924,0.0546912,0.0064566,0.01420452,0.01109016
18:30,0.04297104,0.04340952,0.04253256,0.04297104,0.0701568,0.04340952,0.0416556,0.04253256,0.00869652,0.0062118,0.01066968,0.00869652,0.0526176,0.0062118,0.01366596,0.01066968
18:45,0.04899804,0.04949802,0.04849806,0.04899804,0.0799968,0.04949802,0.0474981,0.04849806,0.00991627,0.00708305,0.01216618,0.00991627,0.0599976,0.00708305,0.01558271,0.01216618
19:00,0.0523908,0.0529254,0.0518562,0.0523908,0.085536,0.0529254,0.050787,0.0518562,0.0106029,0.0075735,0.0130086,0.0106029,0.064152,0.0075735,0.0166617,0.0130086
19:15,0.05484276,0.05540238,0.05428314,0.05484276,0.0895392,0.05540238,0.0531639,0.05428314,0.01109913,0.00792795,0.01361742,0.01109913,0.0671544,0.00792795,0.01744149,0.01361742
19:30,0.05503092,0.05559246,0.05446938,0.05503092,0.0898464,0.05559246,0.0533463,0.05446938,0.01113721,0.00795515,0.01366414,0.01113721,0.0673848,0.00795515,0.01750133,0.01366414
19:45,0.0555954,0.0561627,0.0550281,0.0555954,0.090768,0.0561627,0.0538935,0.0550281,0.01125145,0.00803675,0.0138043,0.01125145,0.068076,0.00803675,0.01768085,0.0138043
20:00,0.05597172,0.05654286,0.05540058,0.05597172,0.0913824,0.05654286,0.0542583,0.05540058,0.01132761,0.00809115,0.01389774,0.01132761,0.0685368,0.00809115,0.01780053,0.01389774
20:15,0.0537138,0.0542619,0.0531657,0.0537138,0.087696,0.0542619,0.0520695,0.0531657,0.01087065,0.00776475,0.0133371,0.01087065,0.065772,0.00776475,0.01708245,0.0133371
20:30,0.0588,0.0594,0.0582,0.0588,0.096,0.0594,0.057,0.0582,0.0119,0.0085,0.0146,0.0119,0.072,0.0085,0.0187,0.0146
20:45,0.0546546,0.0552123,0.0540969,0.0546546,0.089232,0.0552123,0.0529815,0.0540969,0.01106105,0.00790075,0.0135707,0.01106105,0.066924,0.00790075,0.01738165,0.0135707
21:00,0.05597172,0.05654286,0.05540058,0.05597172,0.0913824,0.05654286,0.0542583,0.05540058,0.01132761,0.00809115,0.01389774,0.01132761,0.0685368,0.00809115,0.01780053,0.01389774
21:15,0.05257896,0.05311548,0.05204244,0.05257896,0.0858432,0.05311548,0.0509694,0.05204244,0.01064098,0.0076007,0.01305532,0.01064098,0.0643824,0.0076007,0.01672154,0.01305532
21:30,0.05352564,0.05407182,0.05297946,0.05352564,0.0873888,0.05407182,0.0518871,0.05297946,0.01083257,0.00773755,0.01329038,0.01083257,0.0655416,0.00773755,0.01702261,0.01329038
21:45,0.05013288,0.05064444,0.04962132,0.05013288,0.0818496,0.05064444,0.0485982,0.04962132,0.01014594,0.0072471,0.01244796,0.01014594,0.0613872,0.0072471,0.01594362,0.01244796
22:00,0.04428816,0.04474008,0.04383624,0.04428816,0.0723072,0.04474008,0.0429324,0.04383624,0.00896308,0.0064022,0.01099672,0.00896308,0.0542304,0.0064022,0.01408484,0.01099672
22:15,0.04164804,0.04207302,0.04122306,0.04164804,0.0679968,0.04207302,0.0403731,0.04122306,0.00842877,0.00602055,0.01034118,0.00842877,0.0509976,0.00602055,0.01324521,0.01034118
22:30,0.04202436,0.04245318,0.04159554,0.04202436,0.0686112,0.04245318,0.0407379,0.04159554,0.00850493,0.00607495,0.01043462,0.00850493,0.0514584,0.00607495,0.01336489,0.01043462
22:45,0.03750264,0.03788532,0.03711996,0.03750264,0.0612288,0.03788532,0.0363546,0.03711996,0.00758982,0.0054213,0.00931188,0.00758982,0.0459216,0.0054213,0.01192686,0.00931188
23:00,0.03693816,0.03731508,0.03656124,0.03693816,0.0603072,0.03731508,0.0358074,0.03656124,0.00747558,0.0053397,0.00917172,0.00747558,0.0452304,0.0053397,0.01174734,0.00917172
23:15,0.03373356,0.03407778,0.03338934,0.03373356,0.0550752,0.03407778,0.0327009,0.03338934,0.00682703,0.00487645,0.00837602,0.00682703,0.0413064,0.00487645,0.01072819,0.00837602
23:30,0.02581908,0.02608254,0.02555562,0.02581908,0.0421536,0.02608254,0.0250287,0.02555562,0.00522529,0.00373235,0.00641086,0.00522529,0.0316152,0.00373235,0.00821117,0.00641086
23:45,0.0252546,0.0255123,0.0249969,0.0252546,0.041232,0.0255123,0.0244815,0.0249969,0.00511105,0.00365075,0.0062707,0.00511105,0.030924,0.00365075,0.00803165,0.0062707
